1218703658	20250103	202501	2025	2025.0082	IND	UTTAR PRADESH	IND								INDGOV	UTTAR PRADESH	IND					GOV			1	110	110	11	3	-2.0	5	1	5	2.51141552511416	0								0								0								20250103141500	https://aninews.in/news/national/general-news/uttar-pradesh-six-types-of-vehicle-e-passes-to-be-issued-for-maha-kumbh-202520250103192518/
1218703659	20250103	202501	2025	2025.0082	IND	NEW DELHI	IND								INDHLH	KERALA	IND					HLH			1	051	051	05	1	3.4	2	1	2	-4.39770554493308	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250103141500	https://www.bignewsnetwork.com/news/274908458/india-extends-support-to-kerala-nurse-facing-death-sentence-in-yemen
1218703660	20250103	202501	2025	2025.0082	IND	NEW DELHI	IND								INDHLH	KERALA	IND					HLH			1	060	060	06	2	6.0	2	1	2	-4.39770554493308	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250103141500	https://www.bignewsnetwork.com/news/274908458/india-extends-support-to-kerala-nurse-facing-death-sentence-in-yemen
1218703661	20250103	202501	2025	2025.0082	IND	PUNE	IND								MIL	AIR FORCE						MIL			1	042	042	04	1	1.9	1	1	1	0	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20250103141500	https://aninews.in/news/national/general-news/air-vice-marshal-manmeet-singh-takes-over-as-senior-officer-in-charge-of-administration-in-delhi20250103192941/
1218703662	20250103	202501	2025	2025.0082	IND	PUNE	IND								MIL	AIR FORCE						MIL			1	042	042	04	1	1.9	1	1	1	0	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	20250103141500	https://aninews.in/news/national/general-news/air-vice-marshal-manmeet-singh-takes-over-as-senior-officer-in-charge-of-administration-in-delhi20250103192941/
1218703663	20250103	202501	2025	2025.0082	IND	PUNE	IND								MIL	AIR FORCE						MIL			1	042	042	04	1	1.9	1	1	1	0	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250103141500	https://aninews.in/news/national/general-news/air-vice-marshal-manmeet-singh-takes-over-as-senior-officer-in-charge-of-administration-in-delhi20250103192941/
1218703664	20250103	202501	2025	2025.0082	IND	NEW DELHI	IND								NGODEV	DEVELOPMENT AGENC						NGO	DEV		1	040	040	04	1	1.0	4	1	4	2.14723926380368	4	Lakshadweep, Lakshadweep, India	IN	IN14	70167	11	72.5	-2102359	4	Lakshadweep, Lakshadweep, India	IN	IN14	70167	11	72.5	-2102359	4	Lakshadweep, Lakshadweep, India	IN	IN14	70167	11	72.5	-2102359	20250103141500	https://aninews.in/news/national/general-news/aim-to-achieve-100-per-cent-renewable-energy-through-solar-panels-wind-mills-in-andaman-nicobar-islands-lakshadweep-amit-shah-in-7th-ida-meet20250103192557/
1218703665	20250103	202501	2025	2025.0082	INDCOP	SURAT	IND					COP													0	173	173	17	4	-5.0	2	1	2	-3.64109232769831	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20250103141500	https://indianexpress.com/article/cities/ahmedabad/odisha-woman-murder-case-surat-police-victim-husband-9758612/
1218703666	20250103	202501	2025	2025.0082	INDGOV	MAHARASHTRA	IND					GOV			OPP	SOCIAL REFORMER						OPP			1	017	017	01	1	0.0	6	1	6	1.62271805273834	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250103141500	https://aninews.in/news/national/general-news/maharashtra-cm-fadnavis-extends-his-greetings-on-the-birth-anniversary-of-social-reformer-savitribai-phule20250103180734/
1218703667	20250103	202501	2025	2025.0082	INDGOV	MAHARASHTRA	IND					GOV			OPP	SOCIAL REFORMER						OPP			1	017	017	01	1	0.0	4	1	4	1.62271805273834	4	Satara, Maharashtra, India	IN	IN16	17781	17.6833	73.9833	-2110548	4	Satara, Maharashtra, India	IN	IN16	17781	17.6833	73.9833	-2110548	4	Satara, Maharashtra, India	IN	IN16	17781	17.6833	73.9833	-2110548	20250103141500	https://aninews.in/news/national/general-news/maharashtra-cm-fadnavis-extends-his-greetings-on-the-birth-anniversary-of-social-reformer-savitribai-phule20250103180734/
1218703668	20250103	202501	2025	2025.0082	INDHLH	KERALA	IND					HLH			YEM	YEMEN	YEM								1	051	051	05	1	3.4	2	1	2	-4.39770554493308	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20250103141500	https://www.bignewsnetwork.com/news/274908458/india-extends-support-to-kerala-nurse-facing-death-sentence-in-yemen
1218703669	20250103	202501	2025	2025.0082	INDJUD	KARNATAKA	IND					JUD													1	042	042	04	1	1.9	5	1	5	-2.71739130434783	0								0								0								20250103141500	https://starofmysore.com/muda-5050-sites-scam-former-mlas-ramdas-nagendra-appear-before-lokayukta-sp/
1218703670	20250103	202501	2025	2025.0082	INDJUD	KARNATAKA	IND					JUD													1	139	139	13	3	-7.0	5	1	5	-2.71739130434783	0								0								0								20250103141500	https://starofmysore.com/muda-5050-sites-scam-former-mlas-ramdas-nagendra-appear-before-lokayukta-sp/
1218703671	20250103	202501	2025	2025.0082	IRL	IRELAND	IRL																		1	016	016	01	1	-2.0	2	1	2	-9.28792569659443	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250103141500	https://www.irishtimes.com/crime-law/courts/2025/01/03/jury-resumes-considering-verdict-in-trial-of-law-professor-diarmuid-phelan/
1218703672	20250103	202501	2025	2025.0082	IRL	IRELAND	IRL																		1	016	016	01	1	-2.0	2	1	2	-9.28792569659443	4	Tallaght, County South Dublin, Ireland	EI	EI39	18288	53.2878	-6.34111	-1505853	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250103141500	https://www.irishtimes.com/crime-law/courts/2025/01/03/jury-resumes-considering-verdict-in-trial-of-law-professor-diarmuid-phelan/
1218703673	20250103	202501	2025	2025.0082	IRL	DUBLIN	IRL																		1	017	017	01	1	0.0	2	1	2	-2.74509803921568	4	Blanchardstown, County Fingal, Ireland	EI	EI35	18299	53.3881	-6.37556	-1501014	0								4	Blanchardstown, County Fingal, Ireland	EI	EI35	18299	53.3881	-6.37556	-1501014	20250103141500	https://www.irishtimes.com/ireland/2025/01/03/husband-and-wife-killed-in-dublin-hit-and-run-had-been-set-to-celebrate-anniversary-joint-funeral-told/
1218703674	20250103	202501	2025	2025.0082	IRL	IRELAND	IRL																		1	071	071	07	2	7.4	12	1	10	1.44230769230769	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	0								4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	20250103141500	https://donegalnews.com/largest-funding-of-e39-86m-for-humanitarian-relief/
1218703675	20250103	202501	2025	2025.0082	IRL	CORK	IRL																		1	080	080	08	2	5.0	5	1	5	-1.24223602484472	0								0								0								20250103141500	https://www.theirishfield.ie/racing/racing-news/cork-and-naas-subject-to-inspections-850822
1218703676	20250103	202501	2025	2025.0082	IRL	IRELAND	IRL																		0	173	173	17	4	-5.0	1	1	1	-9.28792569659443	4	Tallaght, County South Dublin, Ireland	EI	EI39	18288	53.2878	-6.34111	-1505853	0								4	Tallaght, County South Dublin, Ireland	EI	EI39	18288	53.2878	-6.34111	-1505853	20250103141500	https://www.irishtimes.com/crime-law/courts/2025/01/03/jury-resumes-considering-verdict-in-trial-of-law-professor-diarmuid-phelan/
1218703677	20250103	202501	2025	2025.0082	IRL	IRELAND	IRL								IRLHLH	IRELAND	IRL					HLH			0	190	190	19	4	-10.0	6	1	6	-9.28792569659443	4	Tallaght, County South Dublin, Ireland	EI	EI39	18288	53.2878	-6.34111	-1505853	4	Tallaght, County South Dublin, Ireland	EI	EI39	18288	53.2878	-6.34111	-1505853	4	Tallaght, County South Dublin, Ireland	EI	EI39	18288	53.2878	-6.34111	-1505853	20250103141500	https://www.irishtimes.com/crime-law/courts/2025/01/03/jury-resumes-considering-verdict-in-trial-of-law-professor-diarmuid-phelan/
1218703678	20250103	202501	2025	2025.0082	IRL	IRELAND	IRL								REL	PRIEST									0	043	043	04	1	2.8	6	1	6	-5.19750519750519	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	3	Lenexa, Kansas, United States	US	USKS	KS091	38.9536	-94.7336	479208	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	20250103141500	https://www.roscommonherald.ie/tipperary-man-shot-dead-in-kansas-city-to-be-laid-to-rest-in-his-native-nenagh-on-saturday_arid-43133.html
1218703679	20250103	202501	2025	2025.0082	IRLBUS	LIMERICK	IRL					BUS													1	071	071	07	2	7.4	10	1	10	2.04678362573099	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20250103141500	https://www.live95fm.ie/news/live95-news/limerick-businesses-receive-funding-boost-for-farm-to-fork-approach/
1218703680	20250103	202501	2025	2025.0082	IRLCVL	IRELAND	IRL					CVL													1	020	020	02	1	3.0	8	1	8	-2.79329608938547	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250103141500	https://www.independent.ie/regionals/wicklow/news/wicklow-residents-urged-to-take-precautions-as-flu-cases-rise-in-cold-snap/a2120738304.html
1218703681	20250103	202501	2025	2025.0082	IRLEDU	IRELAND	IRL					EDU			IRL	DUBLIN	IRL								1	120	120	12	3	-4.0	2	1	2	-9.28792569659443	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250103141500	https://www.irishtimes.com/crime-law/courts/2025/01/03/jury-resumes-considering-verdict-in-trial-of-law-professor-diarmuid-phelan/
1218703682	20250103	202501	2025	2025.0082	IRLGOV	IRELAND	IRL					GOV													0	010	010	01	1	0.0	2	1	2	1.44230769230769	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	0								4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	20250103141500	https://donegalnews.com/largest-funding-of-e39-86m-for-humanitarian-relief/
1218703683	20250103	202501	2025	2025.0082	IRLGOV	IRELAND	IRL					GOV													1	071	071	07	2	7.4	2	1	2	1.44230769230769	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	0								4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	20250103141500	https://donegalnews.com/largest-funding-of-e39-86m-for-humanitarian-relief/
1218703684	20250103	202501	2025	2025.0082	IRLGOV	IRELAND	IRL					GOV			IRL	IRELAND	IRL								0	030	030	03	1	4.0	2	1	2	1.44230769230769	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	20250103141500	https://donegalnews.com/largest-funding-of-e39-86m-for-humanitarian-relief/
1218703685	20250103	202501	2025	2025.0082	IRLGOV	IRELAND	IRL					GOV			IRL	IRELAND	IRL								1	071	071	07	2	7.4	2	1	2	1.44230769230769	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	20250103141500	https://donegalnews.com/largest-funding-of-e39-86m-for-humanitarian-relief/
1218703686	20250103	202501	2025	2025.0082	IRN	IRAN	IRN																		0	014	014	01	1	0.0	2	1	2	-0.88235294117647	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703687	20250103	202501	2025	2025.0082	IRN	IRAN	IRN																		0	014	014	01	1	0.0	8	1	8	-0.88235294117647	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703688	20250103	202501	2025	2025.0082	IRN	IRAN	IRN								USA	AMERICAN	USA								0	042	042	04	1	1.9	2	1	2	-4.22740524781341	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250103141500	https://www.yakimaherald.com/opinion/other-views-jimmy-carter-good-man-middling-president/article_b0c9f220-c7c8-11ef-b4e4-c30a9df514ec.html
1218703689	20250103	202501	2025	2025.0082	IRN	IRAN	IRN								USA	AMERICAN	USA								0	042	042	04	1	1.9	6	1	6	-4.22740524781341	1	Iran	IR	IR		32	53	IR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250103141500	https://www.yakimaherald.com/opinion/other-views-jimmy-carter-good-man-middling-president/article_b0c9f220-c7c8-11ef-b4e4-c30a9df514ec.html
1218703690	20250103	202501	2025	2025.0082	IRN	IRAN	IRN								USA	AMERICAN	USA								0	042	042	04	1	1.9	2	1	2	-4.22740524781341	1	Iran	IR	IR		32	53	IR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Iran	IR	IR		32	53	IR	20250103141500	https://www.yakimaherald.com/opinion/other-views-jimmy-carter-good-man-middling-president/article_b0c9f220-c7c8-11ef-b4e4-c30a9df514ec.html
1218703691	20250103	202501	2025	2025.0082	IRQ	ASSUR	IRQ																		0	020	020	02	1	3.0	10	1	10	-1.02040816326531	1	Greece	GR	GR		39	22	GR	0								1	Greece	GR	GR		39	22	GR	20250103141500	https://www.mentalfloss.com/article/75300/8-questionable-substances-people-once-used-body-lotion
1218703692	20250103	202501	2025	2025.0082	ISR	ISRAELI	ISR																		0	013	013	01	1	0.4	5	1	5	-0.0465766185374998	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	0								4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703693	20250103	202501	2025	2025.0082	ISR	ISRAELI	ISR																		1	020	020	02	1	3.0	5	1	5	-0.0465766185374998	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	0								4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703694	20250103	202501	2025	2025.0082	ISR	ISRAELI	ISR								CVL	CIVIL SOCIETY						CVL			1	090	090	09	2	-2.0	1	1	1	-0.0465766185374998	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703695	20250103	202501	2025	2025.0082	ISR	ISRAELI	ISR								CVL	CIVIL SOCIETY						CVL			1	090	090	09	2	-2.0	1	1	1	-0.0465766185374998	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703696	20250103	202501	2025	2025.0082	ISR	ISRAELI	ISR								GOV	ADMINISTRATION						GOV			1	050	050	05	1	3.5	2	1	2	-3.6692759295499	1	Ukraine	UP	UP		49	32	UP	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://magicvalley.com/news/state-regional/government-politics/jim-risch-senate-foreign-relations-trump-ukraine-gaza-syria/article_8b2182d2-c858-11ef-9ba7-ef9bd5406e7f.html
1218703697	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								JEW	JEWISH				JEW					0	010	010	01	1	0.0	2	1	2	-2.62312633832977	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://ejewishphilanthropy.com/with-new-trump-administration-jewish-progressives-seek-non-jewish-partners-but-find-it-increasingly-tricky-amid-rising-antisemitism/
1218703698	20250103	202501	2025	2025.0082	ISR	ISRAELI	ISR								JEW	JEWISH				JEW					1	042	042	04	1	1.9	6	1	6	-0.0465766185374998	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703699	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								MED	MEDIA						MED			0	010	010	01	1	0.0	4	1	4	-9.07127429805616	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://countercurrents.org/2025/01/202-palestinian-journalists-killed-in-israeli-attacks-since-start-of-gaza-genocide/
1218703700	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								NMR	NORTH AMERICA	NMR								1	043	043	04	1	2.8	1	1	1	-0.0465766185374998	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703701	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								NMR	NORTH AMERICA	NMR								1	043	043	04	1	2.8	1	1	1	-0.0465766185374998	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
1218703702	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								PSE	GAZA	PSE								1	071	071	07	2	7.4	4	1	4	2.08333333333334	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250103141500	https://www.screendaily.com/screen-network/fyc-screenings-palestine-oscar-shortlisted-contender-from-ground-zero/5200462.article
1218703703	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	202	202	20	4	-10.0	2	1	2	-2.63157894736842	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://www.ynetnews.com/article/sjpid8sike
1218703704	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	202	202	20	4	-10.0	8	1	8	-2.63157894736842	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://www.ynetnews.com/article/sjpid8sike
1218703705	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								SYR	SYRIA	SYR								0	154	154	15	4	-7.2	2	1	2	-0.88235294117647	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703706	20250103	202501	2025	2025.0082	ISR	ISRAEL	ISR								SYR	SYRIA	SYR								0	154	154	15	4	-7.2	8	1	8	-0.88235294117647	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703707	20250103	202501	2025	2025.0082	ISRCVL	ISRAEL	ISR					CVL			PSE	PALESTINIAN	PSE								0	051	051	05	1	3.4	2	1	2	-2.63157894736842	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20250103141500	https://www.ynetnews.com/article/sjpid8sike
1218703708	20250103	202501	2025	2025.0082	ISRCVL	ISRAEL	ISR					CVL			PSE	PALESTINIAN	PSE								0	051	051	05	1	3.4	2	1	2	-2.63157894736842	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20250103141500	https://www.ynetnews.com/article/sjpid8sike
1218703709	20250103	202501	2025	2025.0082	ITA	ITALIAN	ITA																		1	051	051	05	1	3.4	10	1	10	3.00518134715026	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	0								4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	20250103141500	https://aleteia.org/2025/01/03/exclusive-interview-with-friends-of-blessed-chiara-luce-badano
1218703710	20250103	202501	2025	2025.0082	ITA	ITALIAN	ITA								BUS	COMPANIES						BUS			1	030	030	03	1	4.0	4	1	4	-3.57142857142857	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250103141500	https://biztoc.com/x/cfc396fd1f0be3a7
1218703711	20250103	202501	2025	2025.0082	ITA	ITALY	ITA								REL	BISHOP									0	040	040	04	1	1.0	8	1	8	3.00518134715026	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	20250103141500	https://aleteia.org/2025/01/03/exclusive-interview-with-friends-of-blessed-chiara-luce-badano
1218703712	20250103	202501	2025	2025.0082	ITAGOV	ITALIAN	ITA					GOV			ITA	ITALY	ITA								1	030	030	03	1	4.0	6	1	6	-3.57142857142857	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250103141500	https://biztoc.com/x/cfc396fd1f0be3a7
1218703713	20250103	202501	2025	2025.0082	JEW	JEWISH				JEW															1	020	020	02	1	3.0	4	1	4	-2.62312633832977	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://ejewishphilanthropy.com/with-new-trump-administration-jewish-progressives-seek-non-jewish-partners-but-find-it-increasingly-tricky-amid-rising-antisemitism/
1218703714	20250103	202501	2025	2025.0082	JEW	JEWISH				JEW															1	020	020	02	1	3.0	1	1	1	-2.62312633832977	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250103141500	https://ejewishphilanthropy.com/with-new-trump-administration-jewish-progressives-seek-non-jewish-partners-but-find-it-increasingly-tricky-amid-rising-antisemitism/
1218703715	20250103	202501	2025	2025.0082	JEW	JEWISH				JEW															0	143	143	14	3	-6.5	4	1	4	-2.62312633832977	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://ejewishphilanthropy.com/with-new-trump-administration-jewish-progressives-seek-non-jewish-partners-but-find-it-increasingly-tricky-amid-rising-antisemitism/
1218703716	20250103	202501	2025	2025.0082	JEW	JEWISH				JEW															0	143	143	14	3	-6.5	6	1	6	-2.62312633832977	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250103141500	https://ejewishphilanthropy.com/with-new-trump-administration-jewish-progressives-seek-non-jewish-partners-but-find-it-increasingly-tricky-amid-rising-antisemitism/
1218703717	20250103	202501	2025	2025.0082	JEW	JEWISH				JEW					ISR	ISRAELI	ISR								1	043	043	04	1	2.8	6	1	6	-0.0465766185374998	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20250103141500	https://ejewishphilanthropy.com/your-daily-phil-progressive-jews-gear-up-for-a-2nd-trump-white-house/
